3812,Buñuel in the Labyrinth of the Turtles,Paris 1930. Luis Buñuel is penniless after the scandal surrounding the release of his last movie. Sculptor Ramón Acín a good friend buys a lottery ticket and promises Buñuel that he will pay for his next movie if he wins the prize.
3813,X+Y,A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.
3814,Aliens in the Attic,A group of kids must protect their vacation home from invading aliens.
3815,The Christmas Chronicles Part Two,Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.
3816,Dirty Harry,When a madman dubbed 'Scorpio' terrorizes San Francisco hard-nosed cop Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim only to see him walk on technicalities. Now the maverick detective is determined to nail the maniac himself.
3817,Oscar and the Lady in Pink,Listening in to a conversation between his doctor and parents 10-year-old Oscar learns what nobody has the courage to tell him. He only has a few weeks to live. Furious he refuses to speak to anyone except straight-talking Rose the lady in pink he meets on the hospital stairs. As Christmas approaches Rose uses her fantastical experiences as a professional wrestler her imagination wit and charm to allow Oscar to live life and love to the full in the company of his friends Pop Corn Einstein Bacon and childhood sweetheart Peggy Blue. Written by American Film Market
3818,Army of Darkness,Ash a handsome shotgun-toting chainsaw-armed department store clerk is time warped backwards into England's Dark Ages where he romances a beauty and faces legions of the undead.
3819,Diary of a Wimpy Kid The Long Haul,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.
3820,Mile 22,An elite group of American operatives aided by a top-secret tactical command team must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city.
3821,Babe Pig in the City,Babe fresh from his victory in the sheepherding contest returns to Farmer Hoggett's farm but after Farmer Hoggett is injured and unable to work Babe has to go to the big city to save the farm.
3822,Concussion,A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu the brilliant forensic neuropathologist who made the first discovery of CTE a football-related brain trauma in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.
3823,The Naked Gun 2½ The Smell of Fear,Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry who intend to suppress technology that will put them out of business.
3824,The Trouble with Jessica,Sarah and Tom are in terrible financial trouble. On the brink of losing everything they’ve managed to find a buyer for their stylish London home. When their best friends Richard and Beth come round for a final dinner an uninvited old friend Jessica tags along.  After a seemingly trivial argument Jessica hangs herself in the garden. Tom goes to call the police when Sarah realizes if the buyer finds out the sale will collapse meaning definite financial ruin. The only solution - to convince Richard and Beth to take Jessica’s body to her flat and make it look like she killed herself there. If they’re clever enough about it what could possibly go wrong?
3825,The Tuxedo,Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is Jimmy becomes an unwitting secret agent.
3826,Dark Spell,Terror strikes when a heartbroken woman uses black magic to get her husband back.
3827,Monster Trucks,Tripp is a high school senior with a knack for building trucks who makes an incredible discovery - a gas-guzzling creature named Creech. To protect his mischievous new friend Tripp hides Creech under the hood of his latest creation turning it into a real-life super-powered Monster Truck. Together this unlikely duo with a shared taste for speed team up on a wild and unforgettable journey to reunite Creech with his family.
3828,Scoob!,In Scooby-Doo’s greatest adventure yet see the never-before told story of how lifelong friends Scooby and Shaggy first met and how they joined forces with young detectives Fred Velma and Daphne to form the famous Mystery Inc. Now with hundreds of cases solved Scooby and the gang face their biggest toughest mystery ever: an evil plot to unleash the ghost dog Cerberus upon the world. As they race to stop this global “dogpocalypse” the gang discovers that Scooby has a secret legacy and an epic destiny greater than anyone ever imagined.
3829,Super Mario Bros.,Mario and Luigi plumbers from Brooklyn find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator Koopa.
3830,Inherent Vice,In Los Angeles at the turn of the 1970s drug-fueled detective Larry "Doc" Sportello investigates the disappearance of an ex-girlfriend.
3831,The Good Son,A young boy stays with his aunt and uncle and befriends his cousin who's the same age. But his cousin begins showing increasing signs of psychotic behavior.
3832,Endless Love,Parental disapproval of two teenagers wrapped up in a passionate love affair causes a confusion of arson death and insanity.
3833,A Beautiful Day in the Neighborhood,An award-winning cynical journalist Lloyd Vogel begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers Vogel's perspective on life is transformed.
3834,Romeo Must Die,Two warring gang families (one African-American the other Chinese) maneuver for bragging rights to the Oakland California docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!
3835,R.I.P.D. 2 Rise of the Damned,When Sheriff Roy Pulsipher finds himself in the afterlife he joins a special police force and returns to Earth to save humanity from the undead.
3836,Looney Tunes Back in Action,Fed up with all the attention going to Bugs Bunny Daffy Duck quits Hollywood teams up with recently-fired stuntman Damien Drake Jr. and embarks on a round-the-world adventure along with Bugs and The VP of Warner Bros. Their mission? Find Damien's father and the missing blue diamond... and stay one step ahead of The Acme Corp. who wants the diamond for their own purposes.
3837,Role Models,Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids however jail doesn't look half bad.
3838,Crocodile Dundee,When a New York reporter plucks crocodile hunter Mick Dundee from the Australian Outback for a visit to the Big Apple it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. He proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.
3839,Rashomon,Brimming with action while incisively examining the nature of truth "Rashomon" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.
3840,An Affair to Die For,A weekend get-away for two lovers turns into a nightmare of psychological mind games when their infidelity is discovered.
3841,Changeling,Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child the police captain has her committed to an asylum.
3842,Deathstroke Knights & Dragons - The Movie,The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.
3843,Shoot 'Em Up,A man named Mr. Smith delivers a woman's baby during a shootout and is then called upon to protect the newborn from the army of gunmen.
3844,The Invention of Lying,Set in a world where the concept of lying doesn't exist a loser changes his lot when he invents lying and uses it to get ahead.
3845,Gabriel's Inferno Part III,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.
3846,Boston Strangler,Reporters Loretta McLaughlin and Jean Cole bravely pursue the story of the Boston Strangler at great personal risk putting their own lives on the line in their quest to uncover the truth.
3847,The Tale of Despereaux,Once upon a time... in the far away kingdom of Dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. Banished from his home for having such lofty ambitions Despereaux sets off on an amazing adventure with his good-hearted rat friend Roscuro who leads him at long last on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness.
3848,Cinderella Man,The true story of boxer Jim Braddock who following his retirement in the 1920s makes a surprise comeback in order to lift his family out of poverty.
3849,Adventures in Babysitting,When plans with her boyfriend fall through high school senior Chris Parker ends up babysitting the Anderson kids Brad and Sara. What should be a quiet night in however turns into a series of ridiculous exploits starting when they leave the house to pick up Chris' friend Brenda. Soon Brad's buddy Daryl is involved and the group must contend with car thieves blues musicians and much more.
3850,How To Make Millions Before Grandma Dies,A man quits work to care for dying grandmother motivated by her fortune. He schemes to win her favor before she passes.
3851,Shutter,A young photographer Thun and his girlfriend Jane discover mysterious shadows in their photographs after fleeing the scene of an accident. As they investigate the phenomenon they find other photographs contain similar supernatural images that Thun's best friends are being haunted as well and Jane discovers that her boyfriend has not told her everything. It soon becomes clear that you can not escape your past.
3852,Cardcaptor Sakura The Sealed Card,All of the Clow Cards have been captured and Sakura Kinomoto the new Master of the Cards is preparing to play the lead in the play for the town festival. However a new evil force is causing mysterious events all over Tomoeda including the disappearance of Sakura's cards. With Syaoran's help Sakura must figure out the cause of these events and save her town.
3853,Sin Nombre,Sayra a Honduran teen hungers for a better life. Her chance for one comes when she is reunited with her long-estranged father who intends to emigrate to Mexico and then enter the United States. Sayra's life collides with a pair of Mexican gangmembers who have boarded the same American-bound train.
3854,Diary of a Wimpy Kid,Greg Heffley is headed for big things but first he has to survive the scariest most humiliating experience of any kid’s life – middle school! That won’t be easy considering he’s surrounded by hairy-freckled morons wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!
3855,Batman The Dark Knight Returns Part 2,Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.
3856,Secret Window,Mort Rainey a writer just emerging from a painful divorce with his ex-wife is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence he begins to question his own sanity.
3857,Winged Creatures,A psychotic man opens fire in a diner murdering numerous people before killing himself. The survivors struggle in different ways following this horrendous event: a doctor doubts his own instincts and elects to use an experimental medical procedure on his wife while a gambler believes he's on a lucky streak. A waitress begins engaging in promiscuous sex and a young girl whose father is among the dead gains unexpected fame.
3858,Carrie,A contemporary take on the horror classic about an awkward telekinetic teenage girl whose lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom she unleashes a horrifying chaos on everyone leaving nothing but destruction in her wake.
3859,Mom and Dad,In a suburban community moms and dads one after the other mysteriously feel the irresistible impulse to attack and kill their own offspring.
3860,Big Trouble in Little China,Jack Burton a tough-talking truck driver goes into a supernatural tailspin when his best friend's fiancée is kidnapped.
3861,Diary of a Wimpy Kid Dog Days,It's summertime and Greg Heffley is looking forward to playing video games and spending time with his friends. However Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation Greg pretends he has a job at a ritzy country club. But Greg's plan backfires leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.
3862,Backstroke,Two runaway teens steal a car with dreams of driving down to Florida but things take a turn when a stranger appears with unknown intentions.
3863,Brahms The Boy II,After a family moves into the Heelshire Mansion their young son soon makes friends with a life-like doll called Brahms.
3864,Pooh's Heffalump Movie,Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh Rabbit Tigger Eeyore Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case this unusual road trip opens their eyes to so much more than just the creature they're seeking.
3865,Detective Conan The Time Bombed Skyscraper,Conan Edogawa is facing a dilemma: Ran Mouri has asked Shinichi Kudou out to the movies and he is unable to provide a convincing excuse not to go. However when the day of the date arrives he has more pressing problems to worry about—a great amount of plastic explosives has recently been stolen and the culprit has challenged Shinichi to find and dispose of the bombs he has scattered across the city. Now forced in a race against time Conan must not only protect the city but also figure out who the mastermind is and his reason for confronting Shinichi.
3866,Strictly Confidential,On the anniversary of Rebecca’s death Mia returns to the Caribbean paradise where she and her best friend shared her final days. As Mia and sets out to unravel the mysterious events of her passing old passions rise new secrets are uncovered and Mia is pulled into a seductive world of sex betrayal and murder.
3867,Beyond the Edge,Contemporary Moscow. A talented gambler gathers a team of people with supernatural powers to win big at a casino. But they find a much stronger mystical rival.
3868,Tremors Shrieker Island,When a group of hunters genetically modify Graboid eggs they face an all-out war against the larger terrifyingly intelligent creatures and swiftly multiplying Shriekers!
3869,Lust Caution,During World War II a secret agent must seduce then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.
3870,John Q,John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.
3871,Powder,Harassed by classmates who won't accept his shocking appearance a shy young man known as "Powder" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.
3872,Gia,Gia Carangi travels to New York City with dreams of becoming a fashion model. Within minutes of arriving she meets Wilhelmina Cooper a wise and high-powered agent who takes Gia under her wing. With Cooper's help and her own natural instincts Gia quickly shoots to the top of the modeling world. When Cooper dies of lung cancer however Gia turns to drugs – and both she and her career begin to spiral out of control.
3873,Reptile,Following the brutal murder of a young real estate agent a hardened detective attempts to uncover the truth in a case where nothing is as it seems and by doing so dismantles the illusions in his own life.
3874,Downton Abbey A New Era,The Crawley family goes on a grand journey to the south of France to uncover the mystery of the dowager countess's newly inherited villa.
3875,Sharper,A small wealthy family in New York City gets progressively torn apart by secrets lies and the theft that orchestrates all of it.
3876,The Girl Next Door,In a quiet suburban town in the summer of 1958 two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons the neighborhood children and one 12-year-old boy whose life will be changed forever.
3877,The Secret Life of Bees,Set in South Carolina in 1964 this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father Lily flees with Rosaleen her caregiver and only friend to a South Carolina town that holds the secret to her mother's past.
3878,Do Revenge,A dethroned queen bee at a posh private high school strikes a secret deal with an unassuming new student to enact revenge on one another’s enemies.
3879,Mazinger Z Infinity,When the evil Dr. Hell attacks the Earth the mighty giant mecha Mazinger Z is formed to stop him.
3880,The Transformers The Movie,The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time they must defend themselves against an all-out attack from the Decepticons.
3881,Disclosure,A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully which threatens both his career and his personal life.
3882,Fried Green Tomatoes,Amidst her own personality crisis southern housewife Evelyn Couch meets Ninny an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison two young women who experienced hardships and love in Whistle Stop Alabama in the 1920s.
3883,Tango & Cash,Ray Tango and Gabriel Cash are narcotics detectives who while both being extremely successful can't stand each other. Crime Lord Yves Perret furious at the loss of income that Tango and Cash have caused him frames the two for murder. Caught with the murder weapon on the scene of the crime the two have no alibi. Thrown into prison with most of the criminals they helped convict it appears that they are going to have to trust each other if they are to clear their names and catch the evil Perret.
3884,A Chinese Odyssey Part One Pandora's Box,When the Goddess of Happiness tosses the Longevity Monk and his disciples out of heaven (because the Monkey King tried to attain immortality) the Monkey King is reincarnated as the Joker. He now spends his time chasing two jealous women. When one of them is dying the Joker goes back in time in an attempt to save her.
3885,The Old Guard,Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.
3886,King Kong,An oil company expedition disturbs the peace of a giant ape and brings him back to New York to exploit him.
3887,Kelly's Heroes,A misfit group of World War II American soldiers goes AWOL to rob a bank behind German lines.
3888,Pornocracy The New Sex Multinationals,Never before have we watched as much porn as today yet the traditional porn industry is dying. The arrival of web sites showing amateur clips has transformed the way porn is made and consumed. Behind this transformation lies one opaque multinational.
3889,Mannequin,Jonathan Switcher an unemployed artist finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed she springs to life and introduces herself as Emmy an Egyptian under an ancient spell. Despite interference from the store's devious manager Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.
3890,Never Been Kissed,Josie Geller a baby-faced junior copywriter at the Chicago Sun-Times must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother Rob Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher Sam Coulson.
3891,Official Secrets,The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.
3892,La Haine,After a chaotic night of rioting in a marginal suburb of Paris three young friends Vinz Hubert and Saïd wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.
3893,The Big 4,A by-the-book female detective teams up with four down-on-their-luck assassins to investigate her father's murder.
3894,Haikyuu!! The Movie The End and the Beginning,Shouyou Hinata after losing to Kitagawa Daiichi Junior High's setter Tobio Kageyama in his first official volleyball match transfers to Karasuno High intent on finally having a proper volleyball team and getting his revenge on Kageyama. Upon arrival at Karasuno however Hinata finds out Kageyama has also gone to Karasuno. Initially at odds with each other the two form an oddball combination and fight together with the other members of the volleyball club. Karasuno reunites with a former rival school Nekoma High in a practice match and reignites their school rivalry.
3895,Come and See,The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters against his family's wishes. There he meets a girl Glasha who accompanies him back to his village. On returning home Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish a battle between despair and hope.
3896,Jarhead 3 The Siege,Corporal Evan Albright joined the elite Marine Corps Security Guards to save the world and see some action-not necessarily in that order. But his first assignment protecting a U. S. Embassy in a seemingly safe Middle Eastern capitol relegates his unit to wrangling "gate groupies" protesting outside the compound and honing their marksmanship by playing video games. So Albright and his team are caught off guard when well-armed and well-trained militants launch a surprise attack aimed at killing an informant in the embassy. Heavily out-gunned they will have to muster all the courage and fire power they can as their once routine assignment spirals into all-out war.
3897,The Dressmaker,In 1950s Australia beautiful talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother she starts to fall in love while transforming the fashion of the town.
3898,Big,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.
3899,Twin Peaks Fire Walk with Me,In the questionable town of Deer Meadow Washington FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended and after experiencing dark visions and supernatural encounters Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile in the more cozy town of Twin Peaks hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.
3900,Timeline,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.
3901,Confidential Informant,During a crack epidemic two narcotics agents hunting for a cop killer. Hoping for leads Moran and Thorton pay off a junkie informant. To provide for his wife and son Moran involves the stool pigeon in a deadly scheme. This causes the partners to come under the scrutiny of a suspicious internal affairs agent.
3902,Wall Street Money Never Sleeps,As the global economy teeters on the brink of disaster a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom and to find out who was responsible for the death of the young trader's mentor.
3903,The Elephant Man,A Victorian surgeon rescues a heavily disfigured man being mistreated by his "owner" as a side-show freak. Behind his monstrous façade there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film) a severely deformed man in 19th century London.
3904,Gantz,After trying to rescue a man on the subway tracks two teens wake up in a room dominated by a mysterious black sphere that sends them to hunt down and kill aliens hiding on Earth.
3905,Extraction Point,An alien visitor must race against time to reach his extraction point after his UFO is forced to crash down on Earth.
3906,Who Invited Charlie?,Phil Schreiber a self-involved hedge fund manager living in New York City escapes to the Hamptons with his wife and son at the beginning of the COVID-19 pandemic. Making an already fraught situation worse is the surprise arrival of Phil’s college roommate Charlie an exemplar of Falstaffian excess.  As Charlie makes himself at home secrets are revealed that threaten to do more harm than the virus they’re all trying to avoid.
3907,Race for Glory Audi vs Lancia,Inspired by true events that occurred during the fierce rivalry between Germany (Audi) and Italy (Lancia) at the 1983 Rally World Championships.
3908,Immortals,Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion who is on a rampage across Greece to obtain a weapon that can destroy humanity.
3909,Night School,Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED Teddy soon finds himself dealing with a group of misfit students his former high school nemesis and a feisty teacher who doesn't think he's too bright.
3910,I Feel Pretty,A head injury causes a woman to develop an extraordinary amount of confidence and believe she's drop dead gorgeous.
3911,My Lucky Stars,Two Hong Kong cops are sent to Tokyo to catch an ex-cop who stole a large amount of money in diamonds. After one is captured by the Ninja-gang protecting the rogue cop the other one gets his old Orphanage gang dubbed the "Five Lucky Stars" to help him. They don't like this much but they do it.
3912,Jai Lava Kusa,Jai Lava and Kusa are triplets who get separated during their childhood because of small clashes. While Jai becomes an evil blooded criminal the other two Kusa and Lava end up as small-time crook and bank manager respectively. The twist in the tale arises when Jai kidnaps both the brothers and asks them to help him in his political growth. What is Jai’s agenda? Why did he kidnap his brothers? How can the innocent Lava and Kusa manage the criminal Jai?
3913,Dragon Ball The Path to Power,A retelling of Dragon Ball's origin with a different take on the meeting of Goku Bulma and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them.
3914,The Son of Bigfoot,Teenage outsider Adam sets out on an epic and daring quest to uncover the mystery behind his long-lost dad only to find out that he is none other than the legendary Bigfoot! He has been hiding deep in the forest for years to protect himself and his family from HairCo. a giant corporation eager to run scientific experiments with his special DNA. As father and son start making up for lost time after the boy's initial disbelief Adam soon discovers that he too is gifted with superpowers beyond his imagination. But little do they know HairCo. is on their tail as Adam's traces have led them to Bigfoot!
3915,The Cable Guy,When recently single Steven moves into his new apartment cable guy Chip comes to hook him up—and doesn't let go. Initially Chip is just overzealous in his desire to be Steven's pal but when Steven tries to end the 'friendship' Chip shows his dark side. He begins stalking Steven who's left to fend for himself because no one else can believe Chip's capable of such behaviour.
3916,The Night Clerk,Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift Bart becomes the prime suspect. As the police investigation closes in Bart makes a personal connection with a beautiful guest named Andrea but soon realises he must stop the real murderer before she becomes the next victim.
3917,You Got Served,At Mr. Rad's Warehouse the best hip-hop crews in Los Angeles compete for money and respect. But when a suburban crew crashes the party stealing their dancers - and their moves - two warring friends have to pull together to represent the street. Starring hip-hop sensations Marques Houston Omari Grandberry Lil' Kim and comedian Steve Harvey.
3918,17 Again,On the brink of a midlife crisis 30-something Mike O'Donnell wishes he could have a "do-over." And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.
3919,Tom and Jerry The Magic Ring,The Oscar-winning cat-and-mouse twosome--Tom and Jerry--returns with another adventure. When Tom and Jerry's irrepressible curiosity gets the best of them the mysterious magic ring that Tom guards with his life ends up stuck over Jerry's head. Now Jerry must find a way to free himself of the ring while fleeing Tom who wants to remove the ring any way he can! Find out if the pair can conjure up a solution in this fur-raising madcap escapade.
3920,17 Again,On the brink of a midlife crisis 30-something Mike O'Donnell wishes he could have a "do-over." And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.
3921,Tom and Jerry The Magic Ring,The Oscar-winning cat-and-mouse twosome--Tom and Jerry--returns with another adventure. When Tom and Jerry's irrepressible curiosity gets the best of them the mysterious magic ring that Tom guards with his life ends up stuck over Jerry's head. Now Jerry must find a way to free himself of the ring while fleeing Tom who wants to remove the ring any way he can! Find out if the pair can conjure up a solution in this fur-raising madcap escapade.
3922,The Last Castle,A court-martialed general rallies together 1200 inmates to rise against the system that put him away.
3923,Courageous,Law enforcement officers Adam Mitchell Nathan Hayes and their partners stand up to the worst the streets have to offer with confidence and focus. Yet at the end of the day they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children but their children are beginning to drift further and further away from them. When tragedy hits home these men are left wrestling with their hopes their fears their faith and their fathering. Can a newfound urgency help these dads draw closer to God... and to their children?
3924,Coyote Ugly,Graced with a velvet voice 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her "day" job as a barmaid at Coyote Ugly. The "Coyotes" as they are affectionately called tantalize customers and the media alike with their outrageous antics making Coyote Ugly the watering hole for guys on the prowl.
3925,Fences,In 1950s Pittsburgh a frustrated African-American father struggles with the constraints of poverty racism and his own inner demons as he tries to raise a family.
3926,The Poseidon Adventure,When their ocean liner capsizes a group of passengers struggle to survive and escape.
3927,St. Vincent,A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic bawdy hedonistic war veteran who lives next door.
3928,Stand by Me Doraemon 2,Nobita travels to the future to show his beloved grandma his bride but adult Nobita has fled his own wedding.
3929,My Spy,A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl having been sent undercover to surveil her family.
3930,Æon Flux,400 years into the future disease has wiped out the majority of the world's population except one walled city Bregna ruled by a congress of scientists. When Æon Flux the top operative in the underground 'Monican' rebellion is sent on a mission to kill a government leader she uncovers a world of secrets.
3931,Iron Sky The Coming Race,29 years after the events of Iron Sky the former Nazi Moonbase has become the last refuge of mankind. Earth was devastated by a nuclear war but buried deep under the wasteland lies a power that could save the last of humanity - or destroy it once and for all. An old enemy leads our heroes on an adventure into the Hollow Earth. To save humanity they must battle the Vril an ancient shapeshifting reptilian race and their army of dinosaurs.
3932,The 1517 to Paris,On Aug. 21 2015 the world watches in stunned silence as the media reports a thwarted terrorist attack on a train that's bound for Paris -- an attempt prevented by three young Americans traveling together through Europe. The heroic and courageous actions of Anthony Sadler Alek Skarlatos and Spencer Stone help to save the lives of more than 500 passengers on board.
3933,The Healer,The film follows a man with an unwanted gift for healing who meets a teenager with cancer who helps him to find himself.
3934,Mandy,The Shadow Mountains 1983. Red and Mandy lead a loving and peaceful existence; but when their pine-scented haven is savagely destroyed Red is catapulted into a phantasmagoric journey filled with bloody vengeance and laced with fire.
3935,The Descent,After a tragic accident six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate they find themselves in a desperate struggle to survive the creatures and each other.
3936,Bad Moms,When three overworked and under-appreciated moms are pushed beyond their limits they ditch their conventional responsibilities for a jolt of long overdue freedom fun and comedic self-indulgence.
3937,The Boondock Saints,Tired of the crime overrunning the streets of Boston Irish Catholic twin brothers Conner and Murphy are inspired by their faith to cleanse their hometown of evil with their own brand of zealous vigilante justice. As they hunt down and kill one notorious gangster after another they become controversial folk heroes in the community. But Paul Smecker an eccentric FBI agent is fast closing in on their blood-soaked trail.
3938,Bitter Moon,A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.
3939,Bird Box Barcelona,After a mysterious force decimates the world’s population Sebastian must navigate his own survival journey through the desolate streets of Barcelona. As he forms uneasy alliances with other survivors and they try to escape the city an unexpected and even more sinister threat grows.
3940,Trick 'r Treat,Four interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank and a bitter old recluse receives an uninvited guest.
3941,Isn't It Romantic,For a long time Natalie an Australian architect living in New York City had always believed that what she had seen in rom-coms is all fantasy. But after thwarting a mugger at a subway station only to be knocked out while fleeing Natalie wakes up and discovers that her life has suddenly become her worst nightmare—a romantic comedy—and she is the leading lady.
3942,After Earth,One thousand years after cataclysmic events forced humanity's escape from Earth Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family ready to be a father to his 13-year-old son Kitai. When an asteroid storm damages Cypher and Kitai's craft they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life Kitai has wanted nothing more than to be a soldier like his father. Today he gets his chance.
